Job Title,Role,Level,Years of Experience,Company,Location,Salary Range,Required Skills,Source Platform,Year Of Experiences
Product Operations Specialist - Agi,data scientist,Any Level,N/A,Trusting Social,Hồ Chí Minh,Negotiable,"Product Operation, Product Development, Project management skills, Quality Process Improvement",Vietnamworks,2 năm kinh nghiệm
IT Infrastructure Supervisor,IT professional,Any Level,N/A,Toyota Financial Services Vietnam,Hồ Chí Minh,Negotiable,"Palo Alto, DLP, PAM solution, Microsoft Solution, Commvault Backup",Vietnamworks,3 năm kinh nghiệm
Giám Đốc Công Nghệ Dự Án Blockchain (CTO),blockchain developer,Any Level,N/A,Tập Đoàn Apec (Apec Group),Hà Nội,$2000.00-5000.00,"Công nghệ thông tin, Fintech, Cryptocurrency, Blockchain Technologies, Blockchain Payment",Vietnamworks,5 năm kinh nghiệm
Senior IT System Engineer (Korean Native),systems engineer,Senior,N/A,Công Ty TNHH CJ Olivenetworks VINA,Hồ Chí Minh,Negotiable,"Database Software, Desktop Virtualization, English Communication, IT System Administration, Networking Knowledge",Vietnamworks,1 năm kinh nghiệm
Senior Regional IT Manager,IT professional,Senior,N/A,Navigos Search,"Hà nội, Hồ Chí Minh",$3700.00-4000.00,"IT Management, Project Management, Technology Integration, Network Protocols, Cyber security",Vietnamworks,15 năm kinh nghiệm
IT Senior Server Administration,IT professional,Senior,N/A,Dai-Ichi Life Vietnam,Hồ Chí Minh,Negotiable,"Server Administration, Oracle SQL, MSCE, Windows System Administration",Vietnamworks,5 năm kinh nghiệm
Tuyển Kỹ Sư Quản Trị Dịch Vụ Làm Việc Tại Vnpt Idc,data scientist,Any Level,N/A,Trung tâm Hạ tầng IDC - Chi nhánh Công ty Công nghệ Thông tin VNPT,Hồ Chí Minh,$612.24-816.33,"Quản Trị Hệ Thống, Tin Học Văn Phòng, Giao Tiếp Tiếng Anh, MCSA, Quản Trị Dịch Vụ",Vietnamworks,1 năm kinh nghiệm
Quality Assurance Engineer (QA),QA engineer,Any Level,N/A,Công ty TNHH Công Nghệ Điện Tử - Nghe Nhìn BOE Việt Nam,Đồng Nai,$800.00-2000.00,"IATF 16949:2016, ISO 14001, ISO 9001, Quality Assurance, Fluent In Chinese Or English",Vietnamworks,3 năm kinh nghiệm
Business Analyst,business analyst,Any Level,N/A,CÔNG TY CỔ PHẦN CÔNG NGHỆ IHOUZZ,N/A,Negotiable,"CRM System, Figma, Jira, Product Design, Product Management",Vietnamworks,2 năm kinh nghiệm
Lập Trình Viên (Salary Upto 1500$),backend developer,Any Level,N/A,Taixin Printing Vina,Bắc Ninh,$900.00-1500.00,"MS SQL, C#, ERP, Phát Triển Phần Mềm, Thiết Kế Phần Mềm",Vietnamworks,1 năm kinh nghiệm
Head of IT Security,IT professional,Any Level,N/A,Công Ty Tài Chính TNHH Ngân Hàng TMCP Sài Gòn - Hà Nội (Shbfinance),Hà Nội,Negotiable,"Security Information, Security System Management, IT Security, IT Risk Management, Cyber Security",Vietnamworks,Không yêu cầu năm kinh nghiệm
Sales Manager,security engineer,Any Level,N/A,Vietnam Htech Resources Company Limited,Hồ Chí Minh,$1000.00-1500.00,"Negotiation, Sales & Business Development, Sales & Business Development, Sales & Business Development, Cybersecurity, Cybersecurity Expertise, IT Presale",Vietnamworks,1 năm kinh nghiệm
Chuyên Viên IT - Cơ Hội Lên Trưởng Nhóm IT ( Tiếng Anh Giao Tiếp / Xe Đưa Đón Hà Nội Bắc Ninh),IT professional,Any Level,N/A,Hanacans JSC,Bắc Ninh,$800.00-1000.00,"Quản Trị Hệ Thống CNTT, Quản Trị Mạng, Cài Đặt Hệ Thống, Công Nghệ Thông Tin, Bảo Trì Hệ Thống",Vietnamworks,1 năm kinh nghiệm
Kỹ Sư Dịch Vụ Máy In Công Nghiệp,data scientist,Any Level,N/A,Navigos Search,Hồ Chí Minh,$326.53-612.24,"Cài Đặt Phần Mềm, Kỹ năng giao tiếp, Kỹ năng giao tiếp, Quản Lý Phần Mềm, Quản Trị Khách Hàng, Tư Vấn Công Trình",Vietnamworks,3 năm kinh nghiệm
Team Leader - Business Analysis,tech lead,Lead/Expert,N/A,Công Ty Cổ Phần Dịch Vụ Di Động Trực Tuyến (Ví MoMo),Hồ Chí Minh,Negotiable,"Business Analysis, Data Analysis, Production Monitoring",Vietnamworks,5 năm kinh nghiệm
Senior Business Intelligence Analyst,business intelligence analyst,Senior,N/A,Công Ty TNHH Shopee,Hồ Chí Minh,Negotiable,"Business Analysis, Data Analysis, Business Intelligence, SQL, Project Management",Vietnamworks,3 năm kinh nghiệm
Chuyên Viên Vận Hành Máy Chủ & Nền Tảng - Khối CNTT,data scientist,Any Level,N/A,Ngân hàng Lộc Phát Việt Nam LPBank,Hà nội,Negotiable,"Cấu Hình Lưu Trữ, Công Nghệ Phần Mềm, Công Nghệ Thông Tin, Quản Trị Máy Chủ, Vận Hành Máy Chủ",Vietnamworks,4 năm kinh nghiệm
Nhân Viên IT,IT professional,Any Level,N/A,"INOUE Rubber Vietnam CO., LTD.",Hà Nội,Negotiable,"IT Helpdesk, DNS, DHCP, Firewall, Routing",Vietnamworks,Không yêu cầu năm kinh nghiệm
Giám Đốc Giải Pháp Thanh Toán Số,data scientist,Any Level,N/A,Ngân Hàng Bản Việt - Bvbank,Hồ Chí Minh,Negotiable,"Giám Sát, Phân Tích Da, Quản Lý Nhóm, Thuyết Trình, Tư Duy",Vietnamworks,3 năm kinh nghiệm
[HCM] IT Application Coordinator Executive,IT professional,Any Level,N/A,Công Ty TNHH Aeon Việt Nam,Hồ Chí Minh,Negotiable,"Communication Skills, Project Procurement Management, Technical Support, Time Management, Policy Development",Vietnamworks,3 năm kinh nghiệm
"Enterprise Architect, Senior Lead",IT professional,Senior,N/A,AIA Vietnam (Great Place To Work® Certified),Hồ Chí Minh,$2000.00-2500.00,"Cloud Computing, Enterprise Architecture, IT Solutions Delivery, NAS System, Problem-solving",Vietnamworks,5 năm kinh nghiệm
Nhân Viên Quản Lý Chất Lượng,data scientist,Any Level,N/A,Trung Tâm Dịch Vụ Dữ Liệu Và Trí Tuệ Nhân Tạo Viettel (Viettel AI),Hà Nội,$420.00-835.00,"Quality Assurance, Quản lý chất lượng, Đảm Bảo Chất Lượng, Cải tiến quy trình, QC",Vietnamworks,1 năm kinh nghiệm
On Job Training for AI,data scientist,Any Level,N/A,"Toshiba Software Development (Vietnam) CO., LTD",Hà nội,$134.69-408.16,"AI, C++, Linear Algebra, Python",Vietnamworks,Không yêu cầu năm kinh nghiệm
Project Manager - Thu Nhập Lên Tới 50M,project manager,Any Level,N/A,Công Ty Cổ Phần Giải Pháp Tự Động Hóa Kỹ Thuật Việt Nam,Hồ Chí Minh,$40.82-81.63,"Công Nghệ Thông Tin, Automation, Kỹ Thuật, Quản Lý Dự Án, MES",Vietnamworks,3 năm kinh nghiệm
Machine Learning Engineer Expert - Hà Nội - EDA,software engineer,Lead/Expert,N/A,VPBank - Https://tuyendung.vpbank.com.vn/,Hà Nội,Negotiable,"Data Science, Machine Learning, Big Data, SQL Server, Python",Vietnamworks,6 năm kinh nghiệm
Chuyên Viên Quản Lý Ứng Dụng - Application Administrator - Khối Công Nghệ Thông Tin (HO24.365),data scientist,Any Level,N/A,Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,Hà nội,Negotiable,"Middleware, Oracle, Quản Lý Ứng Dụng, Unix, Cài Đặt Corebank T24",Vietnamworks,1 năm kinh nghiệm
Chuyên Viên Kỹ Thuật Hạ Tầng Viễn Thông,embedded systems engineer,Any Level,N/A,Netnam Corp.,Hồ Chí Minh,Negotiable,"Hạ Tầng Kỹ Thuật, Quản Lý Dự Án, Viễn Thông, Autocad, Cáp Viễn Thông",Vietnamworks,Không yêu cầu năm kinh nghiệm
QC Manager,QA engineer,Any Level,N/A,Công Ty TNHH Thu Phí Tự Động VETC,Hà Nội,Negotiable,"Testing, Quality Assurance, QC, QA, Automation Testing",Vietnamworks,Không yêu cầu năm kinh nghiệm
Kỹ Sư Phát Triển Hệ Thống - System Development Engineer,software engineer,Any Level,N/A,Công Ty Cổ Phần Netnam,Hà Nội,$612.24-1224.49,"Network, An Ninh Mạng, Linux, Công nghệ thông tin, Giải Pháp Công Nghệ",Vietnamworks,2 năm kinh nghiệm
Senior Business Analyst (Digital Lending/los) - Risk Strategy Department - Ho Chi Minh – RM,business analyst,Senior,N/A,VPBank - Https://tuyendung.vpbank.com.vn/,Hà Nội,Negotiable,"Finance, Banking, Phân Tích Kinh Doanh, business analyst, Risk Analysis",Vietnamworks,2 năm kinh nghiệm
"Chuyên Viên Cao Cấp Phát Triển Ứng Dụng (.Net, Java)",backend developer,Any Level,N/A,Ngân Hàng Thương Mại Cổ Phần Thịnh Vượng Và Phát Triển (PGBANK),Hà Nội,$500.00-1500.00,"Java, .Net, Full Stack Development",Vietnamworks,Không yêu cầu năm kinh nghiệm
Embedded Software Engineer (Automotive),software engineer,Any Level,N/A,Hitachi Digital Services,Hồ Chí Minh,Negotiable,"Embedded Software, Automotive, AUTOSAR, C/C++, MCU Programming",Vietnamworks,Không yêu cầu năm kinh nghiệm
QA Game Tester,game developer,Any Level,N/A,"Nexon Networks Vina Co. Ltd,",Hồ Chí Minh,Negotiable,"Game Testing, Quality Assurance, Manual Testing, English, Test Cases",Vietnamworks,Không yêu cầu năm kinh nghiệm
Tập Sự Duy Trì Hệ Thống Quản Lý ATTT,data scientist,Any Level,N/A,Công Ty Cổ Phần Chứng Khoán MB,Hà Nội,Negotiable,"An Toàn Thông Tin, An Toàn Thông Tin Mạng, ISO Quality, Đánh Giá Rủi Ro",Vietnamworks,Không yêu cầu năm kinh nghiệm
Growth Analytics Manager,data analyst,Any Level,N/A,Be Group Joint Stock Company,Hồ Chí Minh,Negotiable,"Communication Skills, Conversion Rate Optimization, Data Analytics, Growth Hacking, Market Growth",Vietnamworks,5 năm kinh nghiệm
Support Engineer,software engineer,Any Level,N/A,"Panasonic R&D Center Vietnam CO., LTD",Hồ Chí Minh,Negotiable,"Technical Support, Computer Network, JavaScript, Windows, PostgreSQL",Vietnamworks,Không yêu cầu năm kinh nghiệm
AI Video Enhancement Algorithm Engineer (Intern),software engineer,Intern,N/A,Puwell Cloud Tech Limited,Hồ Chí Minh,$122.45-204.08,"AI/ML, Video Engineering, Python Programming, C/C++ Programming, Teamwork",Vietnamworks,Không yêu cầu năm kinh nghiệm
Nhân Viên IT,IT professional,Any Level,N/A,"Sumitomo Electric Interconnect Products (Vietnam), Ltd. [Sepv]",Bắc Ninh,$400.00-700.00,"Windows, LINUX, LAN, Software Installation, Data Backup",Vietnamworks,1 năm kinh nghiệm
Kỹ Sư Công Nghệ Thông Tin,data scientist,Any Level,N/A,Công Ty CP Tư Vấn Và Dịch Vụ Viettel,Hà Nội,$600.00-850.00,"Auto CAD, Công nghệ thông tin, Tư Vấn Giải Pháp, Triển Khai Hồ Sơ Thầu, Giám Sát Hệ Thống Mạng",Vietnamworks,1 năm kinh nghiệm
Chuyên Viên An Ninh Bảo Mật,data scientist,Any Level,N/A,Công ty Cổ phần Chứng khoán Bảo Việt,Hà Nội,$700.00-1200.00,"An Toàn Thông Tin, Quản Lý Rủi Ro, An Ninh Mạng, CEH, IDS/IPS",Vietnamworks,1 năm kinh nghiệm
Project Marketing Department,data scientist,Any Level,N/A,Công Ty TNHH Công Nghệ T3 (VIỆT NAM),Hà nội,$1000.00-1500.00,"Presales Technical, Teamwork, Technical Documentation, Telecom Network Design, Telecom Support",Vietnamworks,3 năm kinh nghiệm
Information Systems Staff/ Senior Staff/ Supervisor,backend developer,Senior,N/A,"Sumi Vietnam Wiring Systems Ltd, Company",Hồ Chí Minh,$348.00-1036.00,"English, User Support, Winforms, ASP.NET, Systems Development",Vietnamworks,Không yêu cầu năm kinh nghiệm
"SAP FICO Senior Consultant (Mandarin Speaking, AMS Project)",SAP consultant,Senior,N/A,Deloitte Consulting SEA,Hồ Chí Minh,Negotiable,"SAP S/4HANA, ERP System, Analytical Thinking, SAP FICO, Bilingual In English and Mandarin",Vietnamworks,5 năm kinh nghiệm
"Dev-Com, Senior Technician",IT professional,Senior,N/A,,N/A,$1306.12-1510.20,"Footwear Industry, Materials knowledge, Construction Knowledge, Visual Communication, Problem-solving",Vietnamworks,8 năm kinh nghiệm
Senior R&D Frontend Engineer,frontend developer,Senior,N/A,Sparx* - A Virtuos Company,Hồ Chí Minh,Negotiable,"Analytical Skills, Cloud Infrastructure, CSS, HTML, VueJS, VueJS",Vietnamworks,3 năm kinh nghiệm
Software Engineer,software engineer,Any Level,N/A,MCGAAW,Hồ Chí Minh,Negotiable,"Ionic, Angular, Angular, Angular, Ionic, Ionic, Android, JSON, TypeScript",Vietnamworks,Không yêu cầu năm kinh nghiệm
"Senior Officer, Corporate & Investment Banking Technology",IT professional,Senior,N/A,Standard Chartered Bank,N/A,Negotiable,"Data Management, DevOps, Programning Languages, Project Management, System Administration",Vietnamworks,1 năm kinh nghiệm
AI Engineer,software engineer,Any Level,N/A,Công Ty Cổ Phần FPT,Hà Nội,Negotiable,"Business Model Design, Cloud Platform, Digital Image Processing, Machine Learning, Python",Vietnamworks,1 năm kinh nghiệm
Senior Java Developer,software developer,Senior,N/A,Hitachi Digital Services,Hồ Chí Minh,Negotiable,"Java Spring Framework, Spring Boot, RESTful API, Agile, AWS",Vietnamworks,3 năm kinh nghiệm
SAP Logistic Consultant (Module MM / PP / SD) - Lương Thưởng Hấp Dẫn Tới $1800,SAP consultant,Any Level,N/A,Công Ty Cổ Phần Tư Vấn Công Nghệ Ngs (Ngsc),Hà Nội,$1800.00,"Công Nghệ Thông Tin, IT Solutions Delivery, Sap, SAP FICO, Project Management",Vietnamworks,3 năm kinh nghiệm
NodeJS Developer (Back-end),backend developer,Any Level,N/A,IIG Việt Nam,Hà Nội,$1000.00-1400.00,"NodeJS, RESTful API, IT Phần Mềm, NextJs",Vietnamworks,2 năm kinh nghiệm
Technical/ Solution Architect,solutions architect,Any Level,N/A,Hitachi Digital Services,Hồ Chí Minh,Negotiable,"Object Oriented Design, Project Management, Relational Database Design, Software Development, Fluent In English",Vietnamworks,6 năm kinh nghiệm
Blockchain Engineer (Full-Stack Dapp Development),full stack developer,Any Level,N/A,Stimulai,N/A,Negotiable,"Blockchain, Dapp development, Smart Contract Development, English fluency",Vietnamworks,Không yêu cầu năm kinh nghiệm
Chuyên Viên Công Nghệ Thông Tin,data scientist,Any Level,N/A,Công Ty Cổ Phần Chứng Khoán Everest,Hà Nội,$500.00-700.00,"Cobit, Cyber Security, ISO 27001, NIST, Tiếng Anh",Vietnamworks,1 năm kinh nghiệm
IT Support Team-Lead,IT support,Lead/Expert,N/A,Công Ty TNHH Công Nghệ Và Giải Pháp Phần Mềm Crossian,Hà Nội,Negotiable,"Information Technology, Computer Science, Leadership, AWS, Infrastructure Management",Vietnamworks,2 năm kinh nghiệm
Senior .NET Developer (Backend),backend developer,Senior,N/A,IIG Việt Nam,Hà Nội,$600.00-1000.00,".Net Core, C#, Software Development Tools",Vietnamworks,3 năm kinh nghiệm
Nhân Viên Vận Hành Ứng Dụng,data scientist,Any Level,N/A,Công Ty Cổ Phần Traphaco,Hà Nội,$571.43,"Quản Trị Cơ Sở Dữ Liệu, Manage ERP Software, Dms, E-Office, Triển Khai Dự Án",Vietnamworks,1 năm kinh nghiệm
IT Manager,IT professional,Any Level,N/A,Công Ty Cổ Phần Thương Mại Dạ Hợp,Hồ Chí Minh,Negotiable,"IT Software, IT Phần Mềm, IT Administration, IT Project Management, IT Operations",Vietnamworks,3 năm kinh nghiệm
Game Tester,game developer,Any Level,N/A,Athena Studio,Hồ Chí Minh,$400.00-500.00,"Qa/Qc/Testing Experience, Bug Report Writing, Test Case Writing, Agile Methodology, Game Testing",Vietnamworks,1 năm kinh nghiệm
Solution Architect SA / Technical Manager ( Banking / Fintech ),solutions architect,Any Level,N/A,GTV VIETNAM,N/A,Negotiable,"Solution Architecture, AWS Cloud, AWS Cloud, Banking Software, English, Strategy Implementation",Vietnamworks,4 năm kinh nghiệm
CVCC Hệ Thống Máy Chủ,database administrator,Any Level,N/A,Công Ty Cổ Phần Tập Đoàn Sunshine,Hà Nội,Negotiable,"Quản Trị Hệ Thống, Vận Hành Phụ Tùng, Database Software, OpenStack, Phân Tích Tư Duy",Vietnamworks,2 năm kinh nghiệm
"Python Dev (Treasury, English)",data scientist,Any Level,N/A,Ngân Hàng TMCP Quốc Tế Việt Nam (VIB),Hồ Chí Minh,Negotiable,"Python, SQL, Treasury, English",Vietnamworks,3 năm kinh nghiệm
(103 JP) Kỹ Sư Thiết Kế Mạch Điện,data scientist,Any Level,N/A,Công Ty TNHH R Techno Việt Nam,Hồ Chí Minh,$2653.06-2734.69,"OrCAD, Thiết Kế Digital, Thiết Kế Mạch Điện, Tối Ưu Hóa Thiết Kế",Vietnamworks,2 năm kinh nghiệm
Software Quality Manager,IT professional,Any Level,N/A,Công Ty TNHH Công Nghệ Và Giải Pháp Phần Mềm Crossian,Hà Nội,$2448.98,"Agile Methodologies, Communication Skills, Leadership Ability, Quality Assurance, Test Automation Tools",Vietnamworks,8 năm kinh nghiệm
"IT Advisory Assistant, Technology Enablement",IT professional,Any Level,N/A,Chi Nhánh Công Ty TNHH KPMG,Hồ Chí Minh,Negotiable,"Analytical Thinking, Customer Service Oriented, Interpersonal Skills, Manage ERP Software, Technical Specification Analysis",Vietnamworks,Không yêu cầu năm kinh nghiệm
BrSE (in Vietnam or Japan),data scientist,Any Level,N/A,Hitachi Digital Services,Hồ Chí Minh,Negotiable,"Japanese Speaking, Software Development Life Cycle (SDLC), Agile, English",Vietnamworks,3 năm kinh nghiệm
Document Support Engineer,software engineer,Any Level,N/A,Ascenx Technologies (Vietnam),Hồ Chí Minh,Negotiable,"Electrical Engineering, Engineering, Quality Management, Technical Understanding, Eco Documentation",Vietnamworks,1 năm kinh nghiệm
IT Coordinator (Identity & Access Management) - Work At Ho Chi Minh City,IT professional,Any Level,N/A,Công Ty TNHH Summit Polymers Vietnam,Hồ Chí Minh,Negotiable,"English communication, IT Administration, IT Infrastructure Management, IT Phần Cứng, IT Phần Mềm",Vietnamworks,3 năm kinh nghiệm
Kỹ Sư Quản Lý Chất Lượng (Tiếng Trung),data scientist,Any Level,N/A,Navigos Search,"Hà nội, Hồ Chí Minh",$1500.00-2000.00,"Thành Thạo Tiếng Lào, Kỹ năng giao tiêp, 5w2h, 7 QC Tools, FMEA",Vietnamworks,5 năm kinh nghiệm
Business Analyst (Chinese) - Signing Bonus 20M,business analyst,Any Level,N/A,FPT Software,"Hồ Chí Minh, Hà Nội, Đà Nẵng",Negotiable,"Figma, Miro, UML, Business analysis, Database",Vietnamworks,Không yêu cầu năm kinh nghiệm
[ HO ] IT Helpdesk - Relation Manager,IT support,Any Level,N/A,Shinhan Bank Vietnam,Hồ Chí Minh,Negotiable,"CCNA, Effective Communication, IP Network, MCSA, MS Hyper-V",Vietnamworks,1 năm kinh nghiệm
.NET Developer,software developer,Any Level,N/A,Công Ty Cổ Phần Hblab,Hà Nội,$1500.00-2000.00,".NET, Docker, Docker Compose, xUnit, NUnit",Vietnamworks,3 năm kinh nghiệm
